,Iteration,Fitness,Time,State,pop_size,keep_pct,max_iters,Population Size,Keep Percent
132,0,11.0,0.0007837999992261757,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.2,512,400,0.2
133,1,18.0,0.16687689999980648,[0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.],400,0.2,512,400,0.2
134,2,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
135,4,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
136,8,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
137,16,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
138,32,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
139,64,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
140,128,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
141,256,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
142,512,20.0,0.35429649999969115,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.2,512,400,0.2
143,0,11.0,0.0008524999993824167,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.4,512,400,0.4
144,1,18.0,0.19023060000017722,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
145,2,18.0,0.39720690000012837,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
146,4,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
